correction_rotation_max_deg,correction_rotation_mean_deg,correction_translation_max_a,correction_translation_mean_a,geometry,geometry_angle_c_n_ca,geometry_angle_ca_c_n,geometry_bond,grad_norm,overlap,primary,primary_coarse,rotation_at_cap_fraction,rotation_error_deg,rotation_error_deg_coarse,series,step,total,translation_at_cap_fraction,translation_rmse_a,translation_rmse_a_coarse
3.4291253089904785,1.672792673110962,0.45054513216018677,0.29444512724876404,0.526013195514679,0.2064998596906662,0.18239787220954895,0.137115478515625,0.9074593782424927,0.0006693859468214214,2.562849521636963,2.5517804622650146,0.0,36.245323181152344,36.181739807128906,train,11,3.0889296531677246,0.0,4.142936706542969,4.110039234161377
2.2040419578552246,1.0806204080581665,0.5216881036758423,0.31942319869995117,0.32640761137008667,0.11363507062196732,0.10572312027215958,0.10704943537712097,0.7614047527313232,0.0002188143553212285,2.1865453720092773,2.1714539527893066,0.0,31.11530876159668,31.10030746459961,train,12,2.512974977493286,0.0,4.890181541442871,4.857444763183594
4.245573997497559,1.6274272203445435,0.6373870968818665,0.34916725754737854,0.6048848628997803,0.2404012829065323,0.21304340660572052,0.15144020318984985,0.5427319407463074,0.0008931040647439659,2.6428658962249756,2.624394655227661,0.0,36.815425872802734,36.7123908996582,train,13,3.247840166091919,0.0,4.2911577224731445,4.253945827484131
2.997331142425537,2.2796595096588135,0.5258429050445557,0.36253419518470764,0.35286745429039,0.12407837063074112,0.11174512654542923,0.11704396456480026,1.307468295097351,0.00017522774578537792,2.2748677730560303,2.252460241317749,0.0,35.65791702270508,35.48012161254883,train,14,2.6277525424957275,0.0,3.1693618297576904,3.1320135593414307
4.315779209136963,2.389958620071411,0.5419105291366577,0.34031736850738525,0.4257652759552002,0.16018074750900269,0.14942626655101776,0.11615825444459915,0.9452771544456482,0.00041139344102703035,2.2640323638916016,2.250432252883911,0.0,35.133628845214844,34.972984313964844,train,15,2.6898388862609863,0.0,3.267076015472412,3.2408676147460938
9.34233570098877,2.7523717880249023,1.0,0.37169304490089417,0.6543382406234741,0.2551802694797516,0.23233525454998016,0.16682273149490356,1.088809847831726,0.0012566492659971118,3.367873430252075,3.351102113723755,0.0,43.78814697265625,43.6856803894043,train,16,4.022337436676025,0.0019723865877712033,4.941779613494873,4.905832767486572
6.195766448974609,2.7983908653259277,0.9077764749526978,0.35845035314559937,0.5716255307197571,0.23683558404445648,0.2103661298751831,0.12442383915185928,0.8727190494537354,0.0007783962064422667,2.679051637649536,2.6650307178497314,0.0,38.8924674987793,38.776920318603516,train,17,3.2507548332214355,0.0,3.801922559738159,3.7787160873413086
5.557563304901123,2.787792205810547,0.7721973657608032,0.35962602496147156,0.4798889756202698,0.19024838507175446,0.16544994711875916,0.12419065833091736,0.7332593202590942,0.0006157316383905709,2.5112593173980713,2.5004329681396484,0.0,36.70075988769531,36.62792205810547,train,18,2.9912097454071045,0.0,3.89155650138855,3.8733112812042236
9.807025909423828,2.8939807415008545,1.0,0.3637629449367523,0.5207622647285461,0.21360082924365997,0.1910030096769333,0.11615841835737228,0.5386988520622253,0.0007133054314181209,3.184138536453247,3.171895980834961,0.0,40.35845947265625,40.235538482666016,train,19,3.7049720287323,0.0010570824524312897,5.3675618171691895,5.344001770019531
9.874283790588379,2.9143364429473877,1.0,0.36507532000541687,0.463625431060791,0.18231357634067535,0.16932211816310883,0.11198971420526505,0.7129392027854919,0.000436669826740399,2.55578351020813,2.5432469844818115,0.0,38.40073776245117,38.28523635864258,train,20,3.0194525718688965,0.0017605633802816902,3.6166553497314453,3.5915563106536865
8.90418529510498,2.653770685195923,1.0,0.3404635787010193,0.24233168363571167,0.07404598593711853,0.07104234397411346,0.09724336117506027,1.0732738971710205,0.00021931325318291783,1.936092495918274,1.9146897792816162,0.0,31.85328483581543,31.686067581176758,train,21,2.178446054458618,0.0009363295880149813,3.074894905090332,3.03222918510437
6.6762003898620605,2.3039965629577637,0.8348172307014465,0.312550812959671,0.22358867526054382,0.07555720955133438,0.06325976550579071,0.08477170765399933,1.0677045583724976,0.00010029976692749187,1.3893938064575195,1.3738698959350586,0.0,25.193693161010742,25.073820114135742,train,22,1.612992525100708,0.0,2.6380209922790527,2.599358081817627
4.464914321899414,1.9398984909057617,0.6075530648231506,0.27875471115112305,0.1523435413837433,0.042933572083711624,0.03999064117670059,0.06941933184862137,0.5369096398353577,3.962887785746716e-05,1.5333868265151978,1.5236358642578125,0.0,27.846765518188477,27.755664825439453,train,23,1.6857342720031738,0.0,2.551370859146118,2.528810739517212
9.907289505004883,1.5315333604812622,1.0,0.22124788165092468,0.19310913980007172,0.07699685543775558,0.06882539391517639,0.04728689044713974,0.46945345401763916,0.00019411361427046359,1.5130797624588013,1.5039018392562866,0.0,26.035472869873047,25.97886848449707,train,24,1.706208348274231,0.001984126984126984,3.028005599975586,3.00596284866333
9.089653015136719,1.4836502075195312,1.0,0.21152882277965546,0.5502992272377014,0.23968200385570526,0.2213125228881836,0.08930470049381256,2.1166725158691406,0.0007831136463209987,2.492626190185547,2.4887123107910156,0.0,36.596187591552734,36.565284729003906,train,25,3.043003559112549,0.00423728813559322,3.8125951290130615,3.795275926589966
15.000000953674316,1.6301136016845703,1.0,0.18849065899848938,0.5403108596801758,0.16396914422512054,0.14780142903327942,0.22854027152061462,0.8305931091308594,0.0008646174683235586,1.8790427446365356,1.8728327751159668,0.0019860973187686196,29.42047691345215,29.365692138671875,train,26,2.4194400310516357,0.015888778550148957,3.5076959133148193,3.4925272464752197
15.000000953674316,1.7860504388809204,1.0000001192092896,0.2268495112657547,0.6565032601356506,0.23094524443149567,0.2433028221130371,0.18225519359111786,1.375389814376831,0.001536562922410667,2.5220041275024414,2.516855239868164,0.0009523809523809524,33.5806884765625,33.567291259765625,train,27,3.1786608695983887,0.0380952380952381,4.726767063140869,4.7307844161987305
12.7999267578125,1.1628594398498535,1.0000001192092896,0.16976898908615112,0.23264220356941223,0.09828072041273117,0.08405465632677078,0.050306838005781174,0.44818130135536194,0.0002647985238581896,1.7527843713760376,1.7503443956375122,0.0,29.89768409729004,29.864633560180664,train,28,1.9854530096054077,0.0037002775208140612,2.8125667572021484,2.80796480178833
6.436004161834717,0.9487931132316589,0.9389110207557678,0.15961910784244537,0.11297986656427383,0.03585558384656906,0.03496987745165825,0.042154405266046524,0.23474471271038055,2.7239055270911194e-05,1.1694297790527344,1.167547345161438,0.0,23.519458770751953,23.496042251586914,train,29,1.2824124097824097,0.0,2.282771348953247,2.2775840759277344
14.168254852294922,1.2115576267242432,1.0000001192092896,0.20744678378105164,0.23265784978866577,0.08387839049100876,0.08848608285188675,0.06029338389635086,0.42924976348876953,0.00025342253502458334,1.489966869354248,1.4805479049682617,0.0,25.759172439575195,25.681419372558594,train,30,1.722650170326233,0.013412816691505215,3.1427857875823975,3.1168012619018555
15.000000953674316,1.7220726013183594,1.0000001192092896,0.2830685079097748,0.37433260679244995,0.1373787671327591,0.13117274641990662,0.10578108578920364,1.2360320091247559,0.0005761826760135591,3.1004371643066406,3.0924928188323975,0.0030060120240480957,40.90711975097656,40.81934356689453,train,31,3.474827527999878,0.03406813627254509,4.735841274261475,4.697976589202881
15.000000953674316,1.980357050895691,1.0000001192092896,0.3201509118080139,0.39816683530807495,0.1499757170677185,0.1398957222700119,0.10829541087150574,1.3554764986038208,0.0007316557457670569,2.8867106437683105,2.8766422271728516,0.0025031289111389237,38.74199295043945,38.672630310058594,train,32,3.2849507331848145,0.04755944931163955,4.580652713775635,4.557099342346191
11.391740798950195,1.222149133682251,1.0,0.2388225495815277,0.14568090438842773,0.04623491317033768,0.043816834688186646,0.05562916398048401,1.1919920444488525,9.287560533266515e-05,1.4820506572723389,1.4752103090286255,0.0,25.15804672241211,25.13875389099121,train,33,1.6277408599853516,0.004338394793926247,3.1620960235595703,3.133786678314209
12.26356029510498,1.606491208076477,1.0000001192092896,0.30354446172714233,0.21220403909683228,0.07491957396268845,0.06918583065271378,0.06809862703084946,0.628584086894989,0.00029223927413113415,2.0323095321655273,2.016681432723999,0.0,32.101593017578125,32.020015716552734,train,34,2.2445428371429443,0.024734982332155476,3.363265037536621,3.3245534896850586
15.000000953674316,2.3321754932403564,1.0000001192092896,0.3888144791126251,0.33846378326416016,0.1208643987774849,0.11811408400535583,0.09948530793190002,1.1094329357147217,0.000553158693946898,3.7257611751556396,3.710155963897705,0.004700352526439483,48.330116271972656,48.31010437011719,train,35,4.0642805099487305,0.06345475910693302,4.904130458831787,4.835639476776123
15.000000953674316,2.5744707584381104,1.0000001192092896,0.3391270041465759,0.4244670271873474,0.165869802236557,0.16125236451625824,0.09734486043453217,0.7924712300300598,0.001187684596516192,2.683291435241699,2.6617493629455566,0.010976948408342482,37.34482192993164,37.16197967529297,train,36,3.107877254486084,0.10537870472008781,4.256613254547119,4.205632209777832
14.760601997375488,2.0092623233795166,1.0000001192092896,0.22666434943675995,0.1533014327287674,0.04975959658622742,0.051178183406591415,0.052363649010658264,0.673168957233429,0.00010645829024724662,1.262120008468628,1.2502772808074951,0.0,25.313861846923828,25.212675094604492,train,37,1.415432095527649,0.028426395939086295,2.2129268646240234,2.1819517612457275
15.000000953674316,2.2975640296936035,1.0000001192092896,0.208595871925354,0.23818868398666382,0.07486474514007568,0.07812328636646271,0.08520065993070602,0.6963827013969421,0.0005377333727665246,1.7575865983963013,1.7499979734420776,0.008567931456548347,29.03959846496582,28.910476684570312,train,38,1.9958289861679077,0.05385556915544675,3.222834587097168,3.1999502182006836
4.798985958099365,1.6144448518753052,0.821010410785675,0.11052908003330231,0.06576462090015411,0.018222186714410782,0.01555831078439951,0.0319841243326664,0.7468384504318237,4.837536380364327e-06,1.1096056699752808,1.103950023651123,0.0,22.84718132019043,22.731229782104492,train,39,1.1753708124160767,0.0,2.25697660446167,2.246659278869629
15.000000953674316,2.495185613632202,1.0000001192092896,0.2514752149581909,0.27603745460510254,0.10778298228979111,0.09745814651250839,0.07079631835222244,1.2381497621536255,0.0003529058594722301,2.2687289714813232,2.2666611671447754,0.01676528599605523,34.25458908081055,34.18208312988281,train,40,2.544801712036133,0.06607495069033531,3.717397928237915,3.6908249855041504
15.000000953674316,1.6493489742279053,1.0000001192092896,0.17196454107761383,0.146885946393013,0.05239446833729744,0.0515746995806694,0.042916782200336456,0.6479161977767944,0.00012912799138575792,1.6910467147827148,1.6902837753295898,0.002551020408163265,28.233692169189453,28.239412307739258,train,41,1.837945580482483,0.03188775510204082,3.1087656021118164,3.095397472381592
15.000000953674316,1.6331526041030884,1.0,0.18262237310409546,0.12543149292469025,0.040972981601953506,0.039514925330877304,0.044943589717149734,0.539774477481842,7.395090506179258e-05,1.2128574848175049,1.207903504371643,0.008613938919342208,23.8544864654541,23.82732582092285,train,42,1.3382964134216309,0.025841816758026624,2.2722251415252686,2.244931221008301
15.000000953674316,1.8183300495147705,1.0,0.24451005458831787,0.13000492751598358,0.04115571081638336,0.04014141112565994,0.04870780557394028,0.6066271662712097,0.00011774779704865068,1.9819304943084717,1.9697126150131226,0.002577319587628866,31.73788833618164,31.68691062927246,train,43,2.1119470596313477,0.03350515463917526,3.2818634510040283,3.231285572052002
15.000000953674316,1.998470664024353,1.0000001192092896,0.2695232331752777,0.14304308593273163,0.04534069821238518,0.04298752173781395,0.0547148659825325,1.0432991981506348,0.00012840965064242482,1.9437369108200073,1.926390290260315,0.011246485473289597,30.882793426513672,30.762601852416992,train,44,2.0867929458618164,0.04873477038425492,3.356001138687134,3.309246778488159
15.000000953674316,1.9089434146881104,1.0000001192092896,0.23376330733299255,0.14499247074127197,0.04883626848459244,0.04507411643862724,0.051082078367471695,0.5449680089950562,0.00011803649977082387,1.5908973217010498,1.5799027681350708,0.010178117048346057,27.99135971069336,27.900291442871094,train,45,1.7359015941619873,0.05258693808312129,2.745976686477661,2.7132833003997803
15.000000953674316,2.901951313018799,1.0000001192092896,0.2997225821018219,0.3789092004299164,0.1483362764120102,0.13575829565525055,0.09481462836265564,1.0862538814544678,0.0010243721771985292,3.0964112281799316,3.089294195175171,0.027548209366391185,41.96589660644531,41.9780158996582,train,46,3.4754228591918945,0.1418732782369146,4.764349460601807,4.693297863006592
15.000001907348633,3.121300458908081,1.0000001192092896,0.23096859455108643,0.5086753964424133,0.1648884117603302,0.1490279883146286,0.19475899636745453,0.9039934873580933,0.0011900441022589803,2.232999563217163,2.2312700748443604,0.06171284634760705,31.793991088867188,31.873958587646484,train,47,2.7417938709259033,0.1234256926952141,4.4159255027771,4.3719162940979
15.000000953674316,2.2926363945007324,1.0000001192092896,0.1895645409822464,0.14574792981147766,0.042325276881456375,0.04441333934664726,0.059009309858083725,0.6489384174346924,0.00016100791981443763,1.6408231258392334,1.6375864744186401,0.007261410788381743,27.374034881591797,27.29572868347168,train,48,1.786587119102478,0.04253112033195021,3.066760778427124,3.0345265865325928
15.000000953674316,2.6715986728668213,1.0000001192092896,0.30224746465682983,0.17577333748340607,0.05244946852326393,0.04958045110106468,0.07374342530965805,0.776597797870636,0.0001537069329060614,2.988117218017578,2.9658148288726807,0.008412197686645636,39.21624755859375,38.98246765136719,train,49,3.1639058589935303,0.08412197686645637,5.0497918128967285,5.008609294891357
15.000000953674316,2.1813268661499023,1.0000001192092896,0.20576992630958557,0.17300765216350555,0.05198299139738083,0.054686494171619415,0.06633816659450531,0.8497714996337891,0.0001744642067933455,2.0168256759643555,2.012389898300171,0.013876843018213356,30.827590942382812,30.86798095703125,train,50,2.1898508071899414,0.04856895056374674,3.6851298809051514,3.6434144973754883
15.000000953674316,2.5010266304016113,1.0000001192092896,0.20361463725566864,0.1394822746515274,0.043395768851041794,0.04490475356578827,0.051181744784116745,0.7517375946044922,0.0001330352242803201,1.6934176683425903,1.6903921365737915,0.014231499051233398,27.743940353393555,27.73764991760254,train,51,1.8329132795333862,0.04079696394686907,3.6468698978424072,3.625002861022949
15.000000953674316,2.850142478942871,1.0000001192092896,0.25022822618484497,0.1877337247133255,0.057687703520059586,0.05973033234477043,0.07031569629907608,0.7055599689483643,0.0001957627828232944,2.1697309017181396,2.167673349380493,0.019083969465648856,32.80808639526367,32.83809280395508,train,52,2.3574841022491455,0.06641221374045801,3.8603005409240723,3.825977325439453
15.000000953674316,4.751327037811279,1.0000001192092896,0.3856758773326874,0.5467647314071655,0.1954728364944458,0.21750366687774658,0.13378824293613434,0.7015411853790283,0.0016269779298454523,4.062918186187744,4.030351638793945,0.10344827586206896,49.266319274902344,48.98817443847656,train,53,4.6098456382751465,0.20689655172413793,5.724379539489746,5.656065464019775
15.000000953674316,3.168632745742798,1.0,0.1985185295343399,0.18278208374977112,0.05328294634819031,0.05872862786054611,0.0707705020904541,0.732416033744812,0.00026081077521666884,1.8387833833694458,1.823531150817871,0.02160493827160494,29.148296356201172,28.992753982543945,train,54,2.0215914249420166,0.05555555555555556,3.3681631088256836,3.3326430320739746
15.000000953674316,4.286003112792969,1.0000001192092896,0.2878742218017578,0.52683424949646,0.16726720333099365,0.1693791300058365,0.19018790125846863,1.014844536781311,0.0011337579926475883,3.940222978591919,3.916001319885254,0.093,43.04838943481445,42.78281021118164,train,55,4.467170715332031,0.166,8.116384506225586,8.0692777633667
15.000001907348633,3.6427114009857178,1.0000001192092896,0.2671271562576294,0.2221011072397232,0.07710352540016174,0.08474845439195633,0.060249123722314835,0.3435779809951782,0.00033905886812135577,1.9074257612228394,1.9124646186828613,0.053811659192825115,29.058366775512695,29.08789825439453,train,56,2.129560708999634,0.14349775784753363,4.05741024017334,4.029835224151611
15.000000953674316,2.695188283920288,1.0000001192092896,0.21275021135807037,0.1271338015794754,0.0463188998401165,0.03969984129071236,0.041115064173936844,0.47204720973968506,0.00015299717779271305,1.5343257188796997,1.5162022113800049,0.008115419296663661,27.491270065307617,27.297348022460938,train,57,1.6614748239517212,0.04869251577998197,2.6587979793548584,2.628528118133545
15.000000953674316,2.0680925846099854,1.0000001192092896,0.14764520525932312,0.08125624805688858,0.027843136340379715,0.022186163812875748,0.031226947903633118,0.32148900628089905,7.393521082121879e-05,1.1258255243301392,1.1244860887527466,0.006244424620874219,22.436237335205078,22.413679122924805,train,58,1.2070891857147217,0.026761819803746655,2.3709206581115723,2.3532848358154297
15.000000953674316,1.851938247680664,1.0000001192092896,0.15694253146648407,0.07959014177322388,0.023887764662504196,0.021680090576410294,0.03402228280901909,0.45461347699165344,3.3046217140508816e-05,1.4818094968795776,1.4823707342147827,0.00423728813559322,26.465248107910156,26.485071182250977,train,59,1.5614030361175537,0.018008474576271187,2.7164547443389893,2.6974754333496094
15.000001907348633,4.27214241027832,1.0000001192092896,0.37872010469436646,0.36526674032211304,0.11363745480775833,0.11229471862316132,0.13933458924293518,0.5480512380599976,0.0008098495891317725,3.9947750568389893,3.978867769241333,0.06728110599078341,47.340084075927734,47.22286605834961,train,60,4.3601226806640625,0.1695852534562212,6.9840779304504395,6.947481632232666
15.000000953674316,2.351273775100708,1.0000001192092896,0.19374950230121613,0.20132891833782196,0.05773000046610832,0.06331782042980194,0.080281101167202,0.4377579391002655,0.0003074220730923116,2.06178879737854,2.055023670196533,0.028368794326241138,31.078388214111328,31.05350685119629,train,61,2.263148546218872,0.04964539007092199,3.673046112060547,3.640326738357544
15.000000953674316,2.8355658054351807,1.0000001192092896,0.23961982131004333,0.19689872860908508,0.06389876455068588,0.06692074239253998,0.06607920676469803,0.5253725051879883,0.0002237972366856411,2.393117904663086,2.375507354736328,0.03590192644483363,34.89122772216797,34.7424201965332,train,62,2.590039014816284,0.08581436077057794,3.8617618083953857,3.8188533782958984
15.000001907348633,3.2366151809692383,1.0000001192092896,0.26929202675819397,0.44477468729019165,0.11191993206739426,0.12449905276298523,0.20835570991039276,0.6125743985176086,0.0006525268545374274,2.74108624458313,2.733823299407959,0.07027027027027027,36.701358795166016,36.725311279296875,train,63,3.1859261989593506,0.11783783783783784,4.870694160461426,4.796917915344238
15.000000953674316,2.0255072116851807,1.0000001192092896,0.14292830228805542,0.10794952511787415,0.03479877486824989,0.03852756693959236,0.03462319076061249,0.3750835657119751,0.00020129032782278955,1.6779382228851318,1.6707621812820435,0.013054830287206266,27.210708618164062,27.132719039916992,train,64,1.7859078645706177,0.031331592689295036,3.9660773277282715,3.931772470474243
15.000000953674316,2.4416167736053467,1.0000001192092896,0.15893186628818512,0.2430475950241089,0.06189176067709923,0.05780893936753273,0.12334689497947693,0.3562476933002472,0.0003835338866338134,1.357437252998352,1.3557450771331787,0.02490421455938697,24.714689254760742,24.716087341308594,train,65,1.6005232334136963,0.043103448275862065,3.082974672317505,3.078655958175659
15.000000953674316,2.7098822593688965,1.0000001192092896,0.2314843237400055,0.13390178978443146,0.039281100034713745,0.04248612001538277,0.052134569734334946,0.6880086660385132,0.00011700580216711387,1.9792174100875854,1.9669581651687622,0.008849557522123894,31.605884552001953,31.547014236450195,train,66,2.113130807876587,0.05506391347099312,3.20036244392395,3.16420841217041
15.000000953674316,3.6679675579071045,1.0000001192092896,0.33926939964294434,0.45652806758880615,0.15732140839099884,0.16766618192195892,0.13154050707817078,0.9558455944061279,0.00143813609611243,4.185478687286377,4.182733535766602,0.07094133697135062,50.653690338134766,50.79283905029297,train,67,4.64215087890625,0.15143246930422918,6.162945747375488,6.103262424468994
15.000000953674316,4.233901023864746,1.0000001192092896,0.4463980793952942,0.4375156760215759,0.14393360912799835,0.15679800510406494,0.13678407669067383,0.44169479608535767,0.0011410180013626814,4.723576545715332,4.684669494628906,0.05512820512820513,54.8724365234375,54.53548812866211,train,68,5.161206245422363,0.18076923076923077,6.454685211181641,6.400832653045654
15.000000953674316,2.2990808486938477,1.0000001192092896,0.18256056308746338,0.10066431760787964,0.03256424143910408,0.031345468014478683,0.036754608154296875,0.33925312757492065,0.00010184200800722465,1.7429927587509155,1.737030267715454,0.009361702127659575,27.274215698242188,27.200401306152344,train,69,1.8436671495437622,0.04340425531914894,3.8234827518463135,3.7996482849121094
15.000000953674316,3.097780227661133,1.0000001192092896,0.25338003039360046,0.3488079607486725,0.09397052973508835,0.0955832302570343,0.15925419330596924,0.576824426651001,0.0005062001291662455,2.9351935386657715,2.928435802459717,0.036756756756756756,37.886985778808594,37.86283874511719,train,70,3.2840521335601807,0.10594594594594595,5.647000789642334,5.60598611831665
15.000000953674316,3.8528361320495605,1.0000001192092896,0.34578174352645874,0.5001158714294434,0.13073179125785828,0.14904054999351501,0.22034355998039246,0.8083217144012451,0.0010347138158977032,4.094506740570068,4.076075553894043,0.06326034063260341,46.91716003417969,46.70710754394531,train,71,4.594726085662842,0.17153284671532848,7.733471393585205,7.692927360534668
15.000000953674316,1.9846928119659424,1.0,0.15057532489299774,0.07616010308265686,0.022284220904111862,0.024076446890830994,0.029799435287714005,0.33374160528182983,4.198920214548707e-05,1.2052088975906372,1.1978514194488525,0.0026857654431512983,24.342683792114258,24.210660934448242,train,72,1.281373143196106,0.017009847806624886,2.2915966510772705,2.269767999649048
15.000000953674316,2.1844711303710938,1.0000001192092896,0.1357685774564743,0.07397538423538208,0.023280784487724304,0.02506398968398571,0.025630606338381767,0.30948930978775024,5.627547579933889e-05,1.3550983667373657,1.352353811264038,0.001072961373390558,24.14995765686035,24.09888458251953,train,73,1.4290794134140015,0.022532188841201718,3.1114919185638428,3.093357801437378
14.882172584533691,1.8294639587402344,1.0,0.15391381084918976,0.07854416221380234,0.024073824286460876,0.0254770889878273,0.02899324893951416,0.30580273270606995,3.6373639886733145e-05,1.20679771900177,1.201809048652649,0.0,22.80441665649414,22.765398025512695,train,74,1.2853455543518066,0.023193577163247103,2.656179189682007,2.6286442279815674
15.000000953674316,2.5713155269622803,1.0000001192092896,0.20113526284694672,0.31675249338150024,0.09164468199014664,0.0971326008439064,0.1279752254486084,0.5475770235061646,0.0006900362786836922,2.1682753562927246,2.163937568664551,0.04279069767441861,30.99344825744629,30.994077682495117,train,75,2.4850966930389404,0.08279069767441861,5.085264682769775,5.0495147705078125
15.000000953674316,2.9215362071990967,1.0000001192092896,0.2761562466621399,0.24166110157966614,0.07230791449546814,0.08916637301445007,0.08018681406974792,0.8492392897605896,0.000812722893897444,2.810961961746216,2.811676263809204,0.030474040632054174,38.47804641723633,38.47414016723633,train,76,3.052704334259033,0.09706546275395032,4.66127347946167,4.618840217590332
15.000000953674316,2.613560438156128,1.0000001192092896,0.22323572635650635,0.17858199775218964,0.061958473175764084,0.06231684237718582,0.054306674748659134,0.46407338976860046,0.00041482390952296555,2.351430892944336,2.3384649753570557,0.013311148086522463,36.75018310546875,36.595359802246094,train,77,2.5300543308258057,0.08319467554076539,3.349144220352173,3.2883429527282715
15.000000953674316,1.8271158933639526,1.0000001192092896,0.11074135452508926,0.06267856061458588,0.021520547568798065,0.018815902993083,0.022342106327414513,0.23923446238040924,9.274019248550758e-05,0.9873351454734802,0.979422390460968,0.0017513134851138354,21.420801162719727,21.2490234375,train,78,1.0500229597091675,0.008756567425569177,2.0684702396392822,2.049631357192993
15.000000953674316,3.8276901245117188,1.0000001192092896,0.3278334438800812,0.292354941368103,0.09795049577951431,0.10510414093732834,0.08930030465126038,0.5151631236076355,0.0005211274255998433,3.030710458755493,3.0087807178497314,0.031545741324921134,40.21907424926758,40.019927978515625,train,79,3.32311749458313,0.1451104100946372,4.6188578605651855,4.562711238861084
15.000001907348633,3.4553163051605225,1.0000001192092896,0.28678134083747864,0.34934061765670776,0.13482052087783813,0.1420929878950119,0.07242710143327713,0.7508097290992737,0.0011256246361881495,3.008551597595215,3.0101094245910645,0.04320987654320988,39.96524429321289,40.03608322143555,train,80,3.3580048084259033,0.13683127572016462,5.010537147521973,4.969850540161133
15.000001907348633,4.3071184158325195,1.0000001192092896,0.3599530756473541,0.609322726726532,0.18414998054504395,0.18405506014823914,0.2411176711320877,0.40605857968330383,0.001730715506710112,3.498608112335205,3.4791743755340576,0.08422301304863583,43.05778121948242,42.854469299316406,train,81,4.1081037521362305,0.1981020166073547,5.5271897315979,5.4699320793151855
15.000000953674316,2.003477096557617,1.0,0.15181425213813782,0.09105072915554047,0.031511615961790085,0.02685781568288803,0.03268129378557205,0.25636228919029236,8.127808541757986e-05,1.3344844579696655,1.330716609954834,0.004540295119182747,25.236698150634766,25.202848434448242,train,82,1.4255433082580566,0.02043132803632236,2.357287883758545,2.3256664276123047
